PaymentData(id=3, limitBalance=90000, sex=2, education=2, marriage=2, age=34, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=29239, bill2=14027, bill3=13559, bill4=14331, bill5=14948, bill6=15549, payv1=1518, payv2=1500, payv3=1000, payv4=1000, payv5=1000, payv6=5000, defaultPaymentNextMonth=0)PaymentData(id=4, limitBalance=50000, sex=2, education=2, marriage=1, age=37, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=46990, bill2=48233, bill3=49291, bill4=28314, bill5=28959, bill6=29547, payv1=2000, payv2=2019, payv3=1200, payv4=1100, payv5=1069, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=5, limitBalance=50000, sex=1, education=2, marriage=1, age=57, pay0=-1, pay2=0, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=8617, bill2=5670, bill3=35835, bill4=20940, bill5=19146, bill6=19131, payv1=2000, payv2=36681, payv3=10000, payv4=9000, payv5=689, payv6=679, defaultPaymentNextMonth=0)
PaymentData(2366, 130000, 1, 3, 2, 49, 2, 0, 0, 0, 0, 0, 60273, 61839, 62370, 63429, 26779, 27521, 2536, 1857, 1681, 971, 1186, 1698, 1)
PaymentData(2369, 460000, 2, 2, 1, 33, 0, 0, 0, 0, 0, 0, 128302, 59254, 52099, 45512, 39041, 33571, 2371, 2008, 1560, 1457, 1299, 769, 0)
PaymentData(2370, 230000, 2, 1, 1, 42, -1, -1, -1, -1, -1, -1, 2915, 4203, 167, 3351, 1644, 1733, 4203, 200, 3351, 1644, 1733, 4737, 0)
PaymentData(2371, 210000, 1, 2, 2, 28, 0, 0, 0, 0, 0, 0, 187992, 193623, 187501, 167142, 170910, 174336, 8500, 8600, 6500, 6500, 6300, 7900, 0)
PaymentData(2373, 50000, 2, 3, 1, 39, 0, 0, 0, 0, 0, 0, 41250, 40813, 10695, 8841, 8140, 8267, 1501, 1297, 448, 449, 419, 415, 0)
PaymentData(2374, 250000, 2, 1, 2, 29, -1, -1, 0, 0, 0, 0, 1181, 1545, 2319, 1856, 4356, 7026, 1545, 1000, 1500, 2500, 3000, 1379, 0)
PaymentData(2380, 500000, 2, 1, 1, 41, 0, 0, 0, 0, 0, 0, 190730, 194336, 197284, 199489, 201484, 204017, 8501, 8001, 6701, 6321, 6401, 6379, 0)
PaymentData(2381, 110000, 2, 2, 2, 28, 0, 0, 0, 0, 0, 0, 81449, 83241, 84960, 86045, 88060, 93394, 4000, 4000, 3400, 3400, 7000, 3450, 0)
PaymentData(2382, 400000, 1, 1, 1, 44, 0, 0, 0, 0, 0, 0, 95719, 96369, 92336, 91816, 57477, 66203, 4652, 3565, 2731, 10031, 16027, 25000, 0)
PaymentData(2383, 280000, 1, 1, 1, 51, -1, -1, -1, -1, -1, -1, 1323, 445, 393, 294, 223, 13635, 445, 393, 294, 223, 13635, 16192, 0)
PaymentData(2386, 230000, 2, 2, 2, 42, 0, 0, 0, 0, 0, 0, 64489, 58611, 54463, 53008, 52835, 40015, 3100, 5000, 5000, 10000, 3000, 5000, 0)
PaymentData(2388, 110000, 2, 2, 1, 43, 0, 0, 0, 0, 0, 0, 45021, 45782, 46187, 47105, 45253, 46144, 2100, 1800, 1638, 1490, 1957, 2000, 0)
PaymentData(2396, 110000, 2, 3, 1, 27, 0, 0, 0, 0, 0, 0, 61152, 60833, 61245, 47316, 47175, 47141, 2326, 3000, 1807, 1698, 1911, 1808, 0)
PaymentData(2397, 200000, 1, 2, 1, 29, 0, 0, 0, 2, 2, 2, 45982, 46328, 47534, 48367, 49366, 47539, 2078, 3900, 1900, 1904, 12, 5224, 0)
PaymentData(2398, 50000, 2, 2, 1, 47, 0, 0, 0, 0, 0, 0, 48991, 43412, 33995, 29759, 29766, 29665, 2000, 1500, 1050, 1100, 1100, 1200, 0)
PaymentData(2399, 130000, 1, 1, 2, 29, 0, 0, 0, 0, 0, 0, 126974, 122107, 108542, 89356, 91024, 89779, 5988, 4560, 3300, 3509, 3500, 3415, 0)
PaymentData(2407, 210000, 2, 3, 1, 40, 0, 0, 0, 0, 0, 0, 201169, 210942, 214523, 138786, 140918, 144099, 16286, 10011, 5000, 6000, 6000, 6000, 0)
PaymentData(2410, 160000, 2, 2, 1, 42, 0, 0, 0, 0, 0, 0, 35815, 38023, 40180, 41318, 42605, 43857, 3000, 3000, 2000, 2000, 2000, 2000, 0)
PaymentData(2411, 20000, 2, 1, 2, 25, 0, 0, 0, 0, 0, 0, 17776, 18886, 19551, 18964, 19676, 20116, 1700, 1300, 662, 1000, 747, 602, 0)
PaymentData(2413, 30000, 1, 2, 3, 50, 2, 0, 0, 0, 0, 0, 11479, 12981, 14450, 14903, 16500, 18715, 2000, 2000, 693, 2000, 2500, 668, 1)
PaymentData(2417, 280000, 2, 2, 2, 24, -1, -1, 0, 0, -1, -1, 1006, 1853, 2657, 1416, 2706, 1229, 1855, 1422, 7, 2719, 1235, 3831, 0)
PaymentData(2420, 300000, 2, 1, 1, 51, 0, 0, 0, 0, 0, 0, 108639, 85818, 90069, 85008, 83983, 50257, 4107, 7346, 65000, 2500, 2022, 1800, 0)
PaymentData(2425, 60000, 1, 1, 2, 29, 0, 0, 0, 0, 0, -1, 31462, 31499, 16773, 11568, 9727, 3832, 6037, 5084, 6000, 4000, 3832, 3065, 0)
PaymentData(2431, 160000, 1, 1, 1, 36, -1, -1, -1, -1, -1, -1, 816, 316, 316, 316, 316, 316, 316, 316, 316, 316, 316, 316, 1)
PaymentData(2439, 160000, 2, 2, 2, 45, -2, -2, -2, -2, -2, -2, 2057, 2147, 1945, 1934, 2045, 1938, 2147, 1945, 1934, 2056, 1938, 2544, 0)
PaymentData(2440, 120000, 2, 3, 1, 48, -2, -2, -2, -2, -2, -2, 2468, 7869, 506, 2097, 758, 2005, 7890, 506, 2097, 758, 2005, 360, 0)
PaymentData(2443, 240000, 1, 3, 1, 55, 0, 0, 0, 0, 0, 0, 25631, 27047, 26654, 28065, 29503, 32042, 2500, 2000, 2000, 2000, 3000, 2000, 0)
PaymentData(2444, 30000, 2, 3, 1, 42, 1, 2, 0, 0, 0, 0, 30607, 29849, 30653, 28410, 29068, 30383, 10, 2000, 2000, 2000, 2000, 3000, 0)
PaymentData(2447, 80000, 2, 2, 2, 44, 0, 0, 0, -1, -1, -1, 17047, 11885, 8254, 5144, 15365, 2250, 1435, 1350, 5144, 15365, 2250, 2690, 0)
PaymentData(2449, 130000, 2, 2, 1, 29, 0, 0, 0, 0, 0, 0, 18157, 16520, 15709, 13209, 14166, 14025, 2000, 1010, 1003, 2040, 2000, 1000, 0)
PaymentData(2451, 30000, 2, 3, 1, 44, 0, 0, 0, 0, 0, 0, 27631, 29179, 30146, 26371, 27567, 30114, 2000, 1500, 933, 2000, 3000, 1000, 1)
PaymentData(2452, 340000, 1, 3, 1, 40, 0, 0, 0, 0, 0, 0, 77181, 59873, 60396, 63720, 65211, 60053, 5305, 3000, 5000, 3000, 5000, 6000, 0)
PaymentData(2453, 180000, 2, 1, 2, 28, -1, -1, -1, -1, 0, -1, 651, 1883, 651, 2688, 1000, 2253, 1883, 651, 2688, 20, 2253, 9816, 0)
PaymentData(2454, 60000, 2, 1, 2, 23, 0, 0, 2, 0, 0, 0, 59423, 63347, 61183, 29052, 29087, 27296, 5500, 146, 1500, 1200, 1500, 1500, 0)
PaymentData(2455, 390000, 2, 1, 2, 25, -1, 0, 0, 0, 0, 0, 83514, 79730, 64171, 58767, 54224, 51667, 4013, 4000, 2100, 2000, 3000, 1200, 0)
PaymentData(2456, 460000, 1, 1, 1, 35, 0, 0, 0, 0, 0, 0, 384919, 393029, 394483, 338220, 347753, 356161, 15045, 16017, 13000, 15000, 15025, 7002, 0)
PaymentData(2457, 500000, 1, 1, 1, 51, 0, 0, 0, 0, 0, 0, 396402, 395484, 333041, 294173, 300616, 266973, 14034, 15040, 12018, 15028, 10038, 10018, 0)
PaymentData(2461, 280000, 2, 1, 2, 26, 0, 0, 0, 0, 0, 0, 146130, 120750, 105492, 104061, 105202, 107143, 5042, 4000, 4000, 4000, 4368, 4000, 0)
PaymentData(2463, 30000, 1, 1, 2, 28, 2, 0, 0, 0, 0, 0, 22329, 23665, 47968, 24784, 25784, 2901, 2000, 1400, 2000, 1000, 1000, 1000, 1)
PaymentData(2467, 180000, 1, 2, 2, 32, -1, -1, -1, -1, -1, -1, 1071, 1671, 1981, 4241, 4542, 5261, 1671, 1981, 4241, 4542, 5261, 4731, 1)
PaymentData(2469, 220000, 1, 1, 2, 31, 0, 0, 0, 0, 0, 0, 163148, 158197, 158956, 157953, 157098, 157099, 5725, 5971, 5846, 5887, 5802, 5895, 0)
PaymentData(2470, 170000, 2, 2, 2, 26, 0, 0, 0, 0, 0, 0, 141476, 143850, 134502, 122186, 122506, 117121, 5113, 4514, 4376, 4432, 4142, 3455, 0)
PaymentData(2473, 100000, 2, 3, 1, 38, 0, 0, 0, 0, 0, 0, 62427, 63922, 65864, 66578, 69503, 72346, 2500, 3000, 2400, 4000, 4000, 4000, 0)
PaymentData(2474, 50000, 2, 3, 1, 47, 0, 0, 0, 0, 0, 0, 32516, 32774, 33597, 29105, 26154, 27699, 1870, 1693, 1106, 1473, 3000, 2507, 0)
PaymentData(2477, 50000, 1, 3, 1, 53, 0, 0, 0, 0, 0, 0, 49696, 50893, 50532, 19632, 18573, 17212, 2000, 2000, 1000, 763, 626, 3639, 0)
PaymentData(2478, 160000, 1, 2, 2, 37, -1, -1, 0, 0, 0, 0, 3090, 52125, 26325, 29638, 35474, 38190, 52165, 5000, 7000, 8000, 5000, 1200, 0)
PaymentData(2480, 140000, 2, 2, 1, 28, 0, 0, 0, 0, 0, 0, 132070, 134766, 106450, 106422, 104337, 106886, 6000, 4000, 4000, 4000, 4300, 3600, 0)
PaymentData(2482, 50000, 1, 3, 1, 51, -1, -1, -1, -1, -1, 0, 17453, 7802, 22214, 4985, 6551, 7117, 8338, 22232, 4985, 6551, 5000, 5000, 0)
PaymentData(2492, 300000, 1, 1, 2, 31, -1, -1, -1, -1, -1, -1, 360, 360, 360, 360, 980, 360, 360, 360, 360, 980, 360, 3420, 1)
PaymentData(2494, 290000, 2, 2, 1, 32, 0, 0, 0, 0, 0, 0, 78200, 79726, 80890, 81615, 75661, 77012, 3700, 3600, 3000, 3000, 3000, 3000, 0)
PaymentData(2497, 300000, 2, 1, 2, 28, -1, -1, -1, -1, -1, -1, 986, 2939, 27754, 10534, 1954, 2140, 2964, 27968, 10597, 1954, 2140, 390, 0)
PaymentData(2498, 210000, 2, 3, 2, 45, -2, -2, -1, -1, -2, -2, 316, 312, 2368, 316, 316, 316, 312, 2376, 316, 316, 316, 8611, 0)
PaymentData(2499, 50000, 1, 3, 1, 36, 0, 0, 0, 0, 0, 0, 74969, 76012, 77330, 70579, 63751, 56977, 2846, 2671, 2396, 2177, 2146, 2055, 1)
PaymentData(2500, 340000, 2, 1, 2, 26, 0, 0, 0, 0, 0, 0, 337871, 311076, 156674, 129651, 126192, 94722, 11208, 5000, 23809, 4136, 3600, 3169, 0)
PaymentData(2501, 330000, 1, 1, 1, 34, 0, 0, 0, 0, 0, 0, 138009, 141253, 130567, 128257, 116988, 105961, 7015, 7000, 10007, 6500, 6600, 9000, 1)
PaymentData(2502, 220000, 2, 1, 2, 28, 0, 0, 0, 0, 0, 0, 44109, 32978, 30415, 28038, 25669, 16003, 5000, 13500, 14000, 13500, 13500, 15550, 0)
PaymentData(2504, 260000, 1, 1, 2, 30, -1, -1, -1, -1, -1, -1, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 399, 1)
PaymentData(2507, 110000, 2, 3, 2, 41, 0, 0, 0, 0, 0, 0, 90599, 60949, 62235, 63499, 64877, 66230, 2213, 2300, 2300, 2400, 2431, 8700, 1)
PaymentData(2509, 60000, 1, 1, 2, 25, 0, 0, 0, 0, 0, 0, 13123, 14403, 16150, 17870, 19571, 21235, 1500, 2000, 2000, 2000, 2000, 1000, 0)
PaymentData(2512, 420000, 2, 1, 1, 37, -1, -1, -1, -1, -1, -1, 38386, 316, 9894, 13811, 12141, 11820, 316, 9894, 13811, 12141, 11820, 38800, 1)
PaymentData(2513, 340000, 1, 1, 1, 34, -1, -1, -1, -1, 2, 0, 332, 332, 332, 142202, 139245, 116431, 332, 332, 142402, 6, 20032, 3022, 1)
PaymentData(2515, 360000, 2, 4, 2, 36, -2, -2, -1, 0, 0, 0, 15019, 1221, 6909, 5954, 4160, 1726, 2074, 7039, 10, 1, 4, 45197, 0)
PaymentData(2517, 50000, 2, 2, 1, 33, 0, 0, 0, 0, 0, 0, 47327, 48765, 49149, 44073, 40260, 30222, 2200, 1518, 1414, 1432, 1300, 1102, 0)
PaymentData(2520, 100000, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 101887, 102069, 100657, 101565, 101116, 101764, 4902, 4507, 3936, 3982, 4135, 3676, 0)
PaymentData(2521, 150000, 2, 2, 1, 47, 0, 0, 0, 0, 0, 0, 153404, 144960, 148146, 142279, 139905, 142833, 6900, 7200, 5450, 5265, 5443, 5350, 0)
PaymentData(2522, 50000, 1, 3, 2, 28, 0, 0, 0, 0, 0, 0, 46709, 12889, 50199, 74405, 38772, 39438, 1690, 38000, 1500, 4000, 2000, 1500, 0)
PaymentData(2523, 60000, 1, 2, 2, 29, 0, 0, 0, 0, 0, 0, 34081, 23215, 30340, 28368, 28962, 26589, 2000, 8565, 969, 1004, 1000, 900, 0)
PaymentData(2525, 20000, 1, 2, 2, 23, -1, 0, -1, 0, 0, 0, 5044, 3700, 13181, 12596, 11699, 2154, 1011, 13181, 5, 1033, 1781, 305, 0)
PaymentData(2526, 50000, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 24408, 25169, 13368, 14142, 14911, 15660, 1300, 1500, 1000, 1000, 1000, 1000, 0)
PaymentData(2534, 70000, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 22658, 31647, 24487, 25125, 26651, 26125, 9397, 1487, 1039, 2073, 1045, 1231, 0)
PaymentData(2535, 50000, 1, 2, 2, 26, -1, -1, -1, -1, -1, -1, 1530, 750, 1140, 1530, 750, 1140, 750, 1140, 1530, 750, 1140, 1530, 0)
PaymentData(2536, 20000, 1, 3, 1, 46, 0, 0, 0, 0, 0, 0, 11325, 12654, 13659, 13635, 13922, 14689, 1519, 1524, 500, 507, 1000, 500, 0)
PaymentData(2537, 260000, 2, 2, 1, 36, 0, 0, 0, 0, 0, 0, 200593, 206178, 208601, 213025, 214931, 219001, 8500, 7000, 7508, 7500, 7595, 7000, 1)
PaymentData(2541, 210000, 1, 3, 1, 37, -1, -1, -1, -1, -1, -1, 2359, 1519, 1939, 1939, 1939, 1520, 1519, 1939, 1939, 1939, 1520, 2358, 0)
PaymentData(2542, 100000, 2, 1, 1, 35, 2, 0, 0, 2, 2, 2, 47253, 49489, 53034, 53568, 54563, 56013, 3000, 5000, 2000, 2000, 2500, 2300, 1)
PaymentData(2543, 100000, 1, 1, 2, 28, 0, 0, 0, 0, 0, 0, 72970, 100360, 91329, 76840, 77455, 79472, 30000, 4094, 2900, 2850, 3300, 3123, 0)
PaymentData(2546, 40000, 1, 1, 2, 24, 0, 0, 0, 0, 0, 0, 30096, 30819, 13816, 10291, 7441, 7435, 1300, 2013, 319, 415, 266, 277, 1)
PaymentData(2547, 100000, 1, 3, 1, 51, -1, -1, -1, 0, 0, 0, 54530, 37295, 96251, 36221, 36424, 37791, 55000, 100044, 2000, 2000, 2000, 3000, 0)
PaymentData(2548, 20000, 1, 3, 2, 26, 0, 0, 0, 0, 0, 0, 16514, 17547, 18541, 19250, 19805, 20356, 1306, 1300, 1000, 1000, 1258, 590, 0)
PaymentData(2549, 140000, 1, 2, 2, 32, 0, 0, 0, 0, 0, 0, 31367, 29652, 30178, 20989, 17125, 14739, 1614, 10018, 2009, 1003, 1017, 1012, 0)
PaymentData(2550, 50000, 1, 3, 2, 23, 2, 2, 2, 0, 0, 0, 44470, 51192, 48506, 18524, 19239, 19283, 7800, 173, 1000, 1000, 1000, 1000, 0)
PaymentData(2553, 20000, 2, 3, 1, 31, 0, 0, 0, 0, 0, 0, 15654, 16425, 17265, 16647, 12213, 10998, 1330, 1170, 500, 420, 397, 221, 1)
PaymentData(2555, 220000, 2, 1, 0, 33, -1, -1, -1, -1, -1, -1, 3378, 1531, 942, 608, 1738, 277, 1531, 942, 608, 1738, 277, 492, 0)
PaymentData(2556, 150000, 2, 1, 1, 30, 0, 0, 0, 0, 0, 0, 40046, 47317, 48849, 35920, 37433, 10791, 7995, 5849, 1196, 2000, 1000, 1000, 0)
PaymentData(2557, 200000, 1, 1, 2, 28, -1, -1, -1, -1, -1, -1, 508, 10680, 1190, 527, 4524, 5522, 10712, 1194, 527, 4537, 5538, 3883, 0)
PaymentData(2558, 200000, 2, 1, 2, 28, 2, 2, 2, 2, 0, 0, 68398, 73564, 73548, 44234, 42599, 46192, 6900, 1966, 12, 1604, 5164, 1104, 1)
PaymentData(2561, 310000, 2, 1, 2, 32, -2, -2, -2, -2, -2, -2, 20138, 8267, 65993, 8543, 1695, 750, 8267, 66008, 8543, 1695, 750, 7350, 1)
PaymentData(2564, 20000, 2, 2, 1, 32, 0, 0, 0, 0, 0, 0, 15498, 16409, 17291, 17588, 18034, 18658, 1600, 1600, 1000, 1000, 1500, 700, 0)
PaymentData(2568, 210000, 1, 2, 1, 48, -1, -1, -1, 0, -1, -1, 8666, 8666, 17307, 8666, 8666, 17303, 8666, 17307, 173, 8666, 17303, 173, 0)
PaymentData(2575, 160000, 2, 2, 1, 28, 0, 0, 0, 0, 0, 0, 54232, 55456, 56625, 57757, 59424, 60631, 2100, 2100, 2500, 3000, 2200, 2200, 0)
PaymentData(2576, 180000, 1, 1, 1, 48, 0, 0, 0, 0, 0, 0, 167140, 160707, 162477, 166861, 171083, 169365, 8000, 6000, 7000, 7000, 7000, 7000, 0)
PaymentData(2577, 60000, 2, 3, 1, 42, 0, 0, 0, 0, 0, 0, 58186, 58364, 59108, 38827, 39670, 37503, 2382, 2373, 1324, 1402, 1460, 1045, 0)
PaymentData(2578, 80000, 1, 2, 1, 27, 0, 0, 0, 0, 0, 0, 73000, 71338, 47202, 38133, 39096, 40510, 5000, 2000, 1500, 1500, 2000, 2000, 0)
PaymentData(2579, 200000, 1, 1, 2, 27, -1, 0, -1, -1, -1, -1, 9747, 17230, 198, 875, 1977, 2052, 10051, 198, 877, 1982, 2058, 2939, 0)
PaymentData(2582, 140000, 2, 1, 2, 43, 1, 2, 0, 0, 0, 0, 147560, 142435, 142096, 136836, 139417, 141889, 3, 5000, 5000, 5100, 10200, 5000, 0)
PaymentData(2587, 60000, 1, 3, 2, 34, 0, 0, 0, 0, 0, 0, 35187, 36236, 37220, 37963, 38875, 39184, 1616, 1600, 1336, 1500, 1448, 1157, 1)
PaymentData(2589, 240000, 2, 2, 2, 34, -1, -1, -1, -1, -1, 0, 5516, 4950, 5232, 6464, 3820, 11870, 4950, 5232, 6464, 3820, 10000, 2000, 0)
PaymentData(2595, 50000, 2, 1, 1, 42, 0, 0, 0, 0, 0, 0, 4908, 7479, 11902, 13871, 19466, 8128, 3000, 5000, 5000, 7000, 3000, 2000, 0)
PaymentData(2598, 90000, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 14520, 14747, 4753, 5152, 4664, 4833, 1240, 1220, 1000, 500, 800, 1680, 0)
PaymentData(2602, 250000, 1, 3, 1, 62, 0, 0, 0, 0, 0, 0, 38924, 38468, 35930, 40106, 38214, 28494, 5000, 5000, 5000, 3000, 2000, 10000, 0)
PaymentData(2604, 340000, 1, 1, 2, 30, 0, 0, -1, -1, -1, 0, 1933, 2855, 872, 981, 22936, 8097, 1000, 872, 981, 22936, 5000, 5939, 0)
PaymentData(2605, 60000, 1, 3, 2, 24, -1, 0, 0, 0, 0, 0, 15527, 16882, 18190, 27465, 27643, 27816, 2000, 2000, 10000, 991, 1010, 989, 0)
PaymentData(2606, 50000, 1, 2, 1, 47, 0, 0, 0, 0, 0, 0, 48308, 48019, 48647, 26894, 10875, 15878, 2200, 2068, 3048, 418, 12004, 5001, 0)
PaymentData(2608, 490000, 1, 3, 1, 51, -1, -1, -1, -1, -1, -1, 389, 376, 467, 78, 399, 10, 377, 481, 1, 711, 1, 1, 1)
PaymentData(2611, 340000, 2, 2, 2, 39, 0, 0, 0, 0, 0, 0, 66623, 61474, 57160, 58794, 61231, 62516, 2500, 2500, 2500, 3300, 2200, 3000, 0)
PaymentData(2615, 200000, 2, 2, 2, 42, -1, -1, 0, 0, -2, -1, 73032, 12928, 88930, 30000, 67861, 18929, 12928, 79365, 30000, 37861, 18929, 15004, 0)
PaymentData(2616, 450000, 2, 1, 1, 37, 0, 0, -1, -1, -1, -1, 13371, 13480, 5747, 3339, 9458, 7231, 4000, 5747, 3339, 18916, 7231, 4972, 0)
PaymentData(2617, 380000, 1, 3, 1, 44, 0, 0, 0, 0, 0, 0, 329877, 309781, 295550, 277650, 264217, 238368, 12055, 9837, 9154, 9042, 8515, 7745, 1)
PaymentData(2618, 50000, 2, 2, 1, 31, 2, 0, 0, 0, 0, 0, 29767, 30206, 27905, 17174, 17533, 17240, 1615, 1670, 605, 626, 654, 567, 1)
PaymentData(2619, 80000, 2, 1, 2, 27, 0, 0, 0, 0, 0, 0, 23107, 24674, 25351, 25981, 26464, 23714, 5034, 10000, 1000, 1000, 1000, 1000, 0)
PaymentData(2624, 100000, 1, 2, 2, 38, 0, 0, 0, 0, 0, -1, 25994, 27173, 44285, 45433, 3952, 3723, 1994, 19462, 3000, 302, 3723, 15462, 0)
PaymentData(2625, 500000, 1, 1, 1, 45, 0, 0, 0, 0, 0, 0, 3136, 2345, 8471, 7234, 5828, 1906, 2002, 7505, 145, 33, 1150, 300, 0)
PaymentData(2626, 30000, 2, 3, 1, 58, 0, 0, 0, 0, 0, 0, 9819, 10873, 9646, 9995, 10371, 5139, 1230, 1100, 419, 600, 500, 500, 0)
PaymentData(2627, 50000, 1, 2, 2, 46, 0, -1, 0, 0, 0, 0, 53541, 29308, 20274, 19945, 20472, 21000, 31483, 1408, 3000, 1000, 869, 5000, 0)
PaymentData(2629, 420000, 2, 2, 1, 36, -1, -1, -1, -1, -1, -1, 3663, 4338, 3400, 2535, 3216, 4652, 4338, 3400, 2535, 3216, 2652, 2500, 0)
PaymentData(2631, 240000, 1, 1, 2, 32, 0, 0, 0, 0, 0, 0, 240790, 224497, 213580, 191771, 166239, 146584, 6892, 7866, 5602, 6118, 6023, 27064, 0)
PaymentData(2632, 80000, 2, 3, 1, 55, 0, 0, 0, 0, 0, 0, 69116, 64325, 59653, 55159, 56277, 57347, 2500, 2000, 2000, 2000, 2000, 2000, 0)
PaymentData(2633, 330000, 1, 1, 2, 45, 0, 0, 0, 0, 0, 0, 265362, 246735, 248541, 231534, 230309, 235992, 7500, 8001, 7000, 7000, 8000, 8000, 1)
PaymentData(2634, 50000, 1, 2, 1, 30, 1, 2, 2, 0, 0, 0, 49371, 50092, 49029, 25313, 26006, 27217, 1800, 240, 1000, 1100, 1800, 1500, 1)
PaymentData(2638, 390000, 1, 1, 2, 28, -1, 0, 0, 0, 0, 0, 10439, 25143, 35165, 44543, 45631, 45793, 15007, 10529, 10000, 1773, 2000, 1592, 0)
PaymentData(2640, 140000, 2, 1, 1, 33, 0, 0, 0, 0, 0, 0, 85314, 87042, 90165, 91318, 94847, 35773, 4000, 5000, 2000, 4000, 5000, 6000, 0)
PaymentData(2646, 50000, 1, 2, 2, 41, 0, 0, 0, 0, 0, 0, 48152, 45974, 44792, 18649, 16260, 18745, 2043, 3000, 14000, 545, 5000, 308, 0)
PaymentData(2647, 310000, 2, 1, 2, 25, 2, 0, 0, 0, 0, 0, 266270, 273719, 235796, 188031, 170898, 68369, 11677, 8406, 6000, 5074, 3000, 3000, 1)
PaymentData(2648, 210000, 1, 1, 2, 31, -1, -1, -1, -1, -1, -1, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 133, 1)
PaymentData(2649, 140000, 1, 2, 1, 37, 0, 0, 0, 0, 0, 0, 90186, 74504, 72358, 48081, 45543, 26788, 2805, 2877, 1360, 1400, 1026, 1200, 0)
PaymentData(2650, 150000, 2, 1, 2, 37, 0, 0, 0, 0, 0, 0, 127111, 106956, 106129, 106531, 107062, 109938, 3878, 3794, 3783, 3892, 4662, 3500, 0)
PaymentData(2655, 50000, 2, 3, 2, 23, 0, 0, 0, 0, 0, 2, 34364, 34212, 33886, 32929, 34549, 33458, 1861, 2004, 1324, 3768, 1, 1141, 0)
PaymentData(2657, 100000, 1, 1, 2, 27, 0, 0, 2, 2, 2, 2, 36014, 39321, 39145, 39494, 39896, 28256, 4200, 900, 1400, 900, 6440, 500, 1)
PaymentData(2662, 320000, 2, 2, 1, 53, 0, 0, 0, 0, 0, 0, 33589, 34608, 38544, 44486, 52319, 51764, 3000, 6000, 8000, 10000, 1900, 2000, 0)
PaymentData(2663, 220000, 2, 1, 2, 45, -1, -1, -1, -1, -1, -1, 4624, 2874, 1210, 632, 15243, 5471, 2888, 1216, 640, 15251, 5472, 4045, 0)
PaymentData(2667, 150000, 2, 1, 2, 32, 0, 0, 0, 0, 0, 0, 83275, 84220, 77956, 77682, 52300, 56223, 3006, 3000, 2000, 222, 11170, 5000, 0)
PaymentData(2669, 30000, 1, 2, 2, 34, 0, 0, 0, 0, 0, 0, 29302, 30052, 29349, 29476, 30014, 29785, 1530, 1416, 1142, 1102, 1106, 3450, 0)
PaymentData(2674, 470000, 1, 2, 2, 29, 0, 0, 0, 0, 0, 0, 72830, 49502, 47771, 52979, 119678, 94721, 4003, 4003, 8003, 70003, 5030, 6003, 0)
PaymentData(2675, 80000, 2, 3, 1, 40, 0, 0, 0, 0, 0, 0, 75768, 78069, 79196, 25722, 26261, 26784, 3500, 2934, 897, 929, 935, 984, 0)
PaymentData(2677, 120000, 1, 1, 1, 51, 0, 0, 2, 0, 0, 0, 125702, 130461, 131281, 128594, 117561, 116732, 8300, 4500, 4260, 4595, 4311, 4280, 0)
PaymentData(2679, 200000, 2, 2, 2, 43, 0, 0, 0, 0, 0, 0, 180680, 184436, 188181, 190775, 196449, 192085, 8155, 8302, 7225, 10153, 6987, 5262, 0)
PaymentData(2681, 170000, 2, 3, 1, 36, 0, 0, 0, 0, 0, 0, 85780, 80568, 79823, 79335, 79506, 80252, 2906, 3002, 3000, 3000, 3500, 3000, 0)
PaymentData(2684, 280000, 2, 1, 2, 32, -1, -1, -1, -1, -1, -1, 45536, 11509, 2110, 2121, 6789, 14959, 11509, 5000, 2121, 6789, 14959, 16067, 0)
PaymentData(2686, 100000, 1, 3, 1, 44, 0, 0, 0, 0, 0, 0, 39649, 43608, 46899, 47447, 48035, 40484, 5000, 5000, 1554, 1595, 1686, 1200, 0)
PaymentData(2687, 360000, 1, 2, 2, 48, 0, 0, 0, 0, 0, -2, 68032, 63174, 44536, 80570, 8333, 8325, 4500, 3000, 50000, 8400, 8325, 12967, 0)
PaymentData(2688, 500000, 2, 1, 1, 44, -2, -1, 0, 0, 0, -1, 71921, 367979, 294969, 189612, 128459, 167105, 368199, 6486, 234, 90, 167116, 372495, 0)
PaymentData(2689, 290000, 2, 1, 2, 30, 0, 0, 0, 0, 0, 0, 284239, 284692, 230891, 232778, 235004, 226959, 11000, 10000, 8000, 10000, 8000, 7500, 1)
PaymentData(2691, 50000, 1, 2, 1, 47, 0, 0, 0, 0, 0, 0, 22923, 23264, 23879, 23960, 24067, 24253, 1400, 1400, 850, 871, 974, 962, 0)
PaymentData(2692, 250000, 2, 2, 1, 35, 0, 0, 0, 0, 0, 0, 27107, 36565, 39711, 47523, 52726, 57649, 10000, 10000, 10000, 6000, 6000, 5000, 0)
